age;nationality;gender;Activites_label;Produits;Relation;Pays;isPEP;famCode;VoieDeDistribution;riskLevel (Y)
45;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
53;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
34;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
27;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;Membre;TUNISIE;FALSE;M;Agences;RM
32;Tunisie;homme;SERVICES  MATERIELS INFORMATIQUES ;Autres risques;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
30;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;Membre;TUNISIE;FALSE;M;Agences;RM
36;Tunisie;homme;AUTRES SERVICES;Autres risques;Adherent;TUNISIE;FALSE;C;Agences;RM
35;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
47;Tunisie;homme;AGRICULTURES ELEVAGES  CHASSE;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
31;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
58;Tunisie;femme;MEDECINS PHARMACIENS  AUTRES AUXILIAIRES DE SANTE;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
37;Tunisie;homme;ENSEIGNEMENTS  ACTIVITES CULTURELLES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Bureaux directs;RF
43;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;Membre;TUNISIE;FALSE;D;Agences;RM
52;Tunisie;femme;AUTRES SERVICES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
63;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
58;Tunisie;homme;ENSEIGNEMENTS  ACTIVITES CULTURELLES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
54;Tunisie;femme;AUTRES SERVICES;Prevoyance;Adherent;TUNISIE;FALSE;M;Agences;RM
54;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;Membre;TUNISIE;FALSE;M;Agences;RM
27;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;Membre;TUNISIE;FALSE;M;Agences;RM
33;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Bureaux directs;RF
42;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
41;Tunisie;homme;BOULANGERIE  PATISSERIES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
45;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
35;Tunisie;homme;ARTS COMMUNICATIONS  MULTIMEDIAS ;Prevoyance;Adherent;TUNISIE;FALSE;V;Agences;RM
47;Tunisie;homme;EDITIONS  IMPRIMERIES ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
48;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
19;Tunisie;homme;COMMERCES NEGOCES DISTRIBUTIONS  LIVRAISON;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Bureaux directs;RM
60;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
60;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
70;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Courtiers;RM
80;Tunisie;homme;AGRICULTURES ELEVAGES  CHASSE;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
50;Tunisie;femme;COMMERCES NEGOCES DISTRIBUTIONS  LIVRAISON;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
42;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;C;Bureaux directs;RF
44;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;Adherent;TUNISIE;FALSE;M;Agences;RM
13;Tunisie;homme;SANS ACTIVITES PECUNIAIRES ;Autres risques;enfant;TUNISIE;FALSE;C;Agences;RM
13;Tunisie;homme;SANS ACTIVITES PECUNIAIRES ;Autres risques;enfant;TUNISIE;FALSE;C;Agences;RM
20;Tunisie;femme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
36;Tunisie;homme;AUTRES SERVICES;Autres risques;Adherent;TUNISIE;FALSE;C;Agences;RM
46;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
53;Tunisie;homme;TRANSPORTS ROUTIERS FERROVIAIRES SERVICES CONNEXES ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
50;Tunisie;homme;MEDECINS PHARMACIENS  AUTRES AUXILIAIRES DE SANTE;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
80;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
29;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Bureaux directs;RM
25;Tunisie;homme;ARTISANATS ;AUTOMOBILE;Membre;TUNISIE;FALSE;M;Agences;RM
67;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
39;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
41;Tunisie;femme;SANS ACTIVITES PECUNIAIRES ;Autres risques;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
31;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Courtiers;RM
54;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
45;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
39;Tunisie;femme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
27;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
46;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
74;Tunisie;homme;AUTRES INDUSTRIES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
29;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Autres risques;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
44;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Autres risques;Adherent;TUNISIE;FALSE;M;Agences;RM
37;Tunisie;homme;AGRICULTURES ELEVAGES  CHASSE;Autres risques;Adherent;TUNISIE;FALSE;M;Agences;RM
48;Tunisie;homme;TRANSPORTS ROUTIERS FERROVIAIRES SERVICES CONNEXES ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
42;Tunisie;femme;ARTISANATS ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
32;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;Membre;TUNISIE;FALSE;M;Agences;RM
62;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
35;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM

29;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;SANTE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
41;Tunisie;homme;AGRICULTURES ELEVAGES  CHASSE;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
67;Tunisie;homme;ASSOCIATIONS ORGANISMES POLITIQUES PATRONALS  PROFESSIONNELS;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
43;Tunisie;homme;ENSEIGNEMENTS  ACTIVITES CULTURELLES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
53;Tunisie;homme;AGRICULTURES ELEVAGES  CHASSE;AUTOMOBILE;Membre;TUNISIE;FALSE;M;Agences;RM
42;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
56;Tunisie;femme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
38;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
43;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
32;Tunisie;femme;AUTRES SERVICES;Autres risques;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
23;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
35;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Bancassurance;RM
24;Tunisie;femme;SANS ACTIVITES PECUNIAIRES ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
35;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
45;Tunisie;homme;AUTRES SERVICES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
33;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
73;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
30;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
24;Tunisie;femme;AUTRES SERVICES;Autres risques;Adherent;TUNISIE;FALSE;C;Agences;RM
69;Tunisie;homme;AUTRES SERVICES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
30;Tunisie;femme;AUTRES SERVICES;Autres risques;Adherent;TUNISIE;FALSE;M;Agences;RM
36;Tunisie;homme;AUTRES INDUSTRIES;Autres risques;Adherent;TUNISIE;FALSE;C;Agences;RM
55;Tunisie;homme;AUTRES SERVICES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
39;Tunisie;homme;AUTRES SERVICES;Autres risques;Adherent;TUNISIE;FALSE;C;Agences;RM
28;Tunisie;femme;AUTRES SERVICES;SANTE;Adherent;TUNISIE;FALSE;M;Bureaux directs;RM
35;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;Membre;TUNISIE;FALSE;M;Agences;RM
71;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
68;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
35;Tunisie;homme;ARTISANATS ;AUTOMOBILE;Membre;TUNISIE;FALSE;C;Agences;RM
29;Tunisie;homme;ENERGIES ELECTRICITESPETROLES GAZ MINERAIS  MATIERES PREMIERES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;C;Courtiers;RM
50;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
4;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Autres risques;Adherent;TUNISIE;FALSE;C;Agences;RM
36;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
35;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
38;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Autres risques;Adherent;TUNISIE;FALSE;M;Agences;RM
39;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
90;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
44;Tunisie;homme;AGRICULTURES ELEVAGES  CHASSE;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
52;Tunisie;femme;ENSEIGNEMENTS  ACTIVITES CULTURELLES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
55;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
35;Tunisie;homme;BANQUES ASSURANCES  ETABLISSEMENTS FINANCIERS;SANTE;Adherent;TUNISIE;FALSE;M;Bureaux directs;RF
51;Tunisie;femme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
44;Tunisie;homme;AGRICULTURES ELEVAGES  CHASSE;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
62;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
38;Tunisie;femme;AUTRES SERVICES;Autres risques;Adherent;TUNISIE;FALSE;M;Agences;RM
34;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
43;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
25;Tunisie;homme;AUTRES SERVICES;Autres risques;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
50;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
39;Tunisie;homme;BANQUES ASSURANCES  ETABLISSEMENTS FINANCIERS;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
41;Tunisie;femme;ENSEIGNEMENTS  ACTIVITES CULTURELLES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
46;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
63;Tunisie;homme;COMMERCES NEGOCES DISTRIBUTIONS  LIVRAISON;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
31;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
35;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
38;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;Adherent;TUNISIE;FALSE;C;Agences;RM
49;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Autres risques;Personnel;TUNISIE;FALSE;M;Agences;RM
22;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
21;Tunisie;femme;AUTRES SERVICES;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
33;Tunisie;femme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
36;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
25;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;SANTE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
39;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
74;Tunisie;femme;AUTRES INDUSTRIES;AUTOMOBILE;Actionnaire ou associe;TUNISIE;FALSE;M;Agences;RM
41;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;SANTE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
61;Tunisie;homme;AUTRES INDUSTRIES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
29;Tunisie;homme;COMMERCES NEGOCES DISTRIBUTIONS  LIVRAISON;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
32;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;SANTE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
38;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;Membre;TUNISIE;FALSE;M;Agences;RM
55;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;Membre;TUNISIE;FALSE;M;Agences;RM
58;Tunisie;femme;MEDECINS PHARMACIENS  AUTRES AUXILIAIRES DE SANTE;Prevoyance;Adherent;TUNISIE;FALSE;M;Agences;RM
41;Tunisie;homme;AUTRES INDUSTRIES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
43;Tunisie;homme;ARTISANATS ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
21;Tunisie;femme;ENSEIGNEMENTS  ACTIVITES CULTURELLES;Autres risques;lui-elle-meme;TUNISIE;FALSE;C;Bureaux directs;RF
34;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
40;Tunisie;femme;AUTRES SERVICES;Autres risques;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
52;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Courtiers;RM
30;Tunisie;homme;ARTISANATS ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
32;Tunisie;homme;AGRICULTURES ELEVAGES  CHASSE;Autres risques;Adherent;TUNISIE;FALSE;C;Agences;RM
61;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
57;Tunisie;femme;SANS ACTIVITES PECUNIAIRES ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;V;Agences;RM
34;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
31;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
45;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
60;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Bureaux directs;RM
34;Tunisie;homme;AUTRES INDUSTRIES;AUTOMOBILE;Membre;TUNISIE;FALSE;M;Agences;RM
6;Tunisie;femme;ENSEIGNEMENTS  ACTIVITES CULTURELLES;Autres risques;enfant;TUNISIE;FALSE;C;Agences;RM
54;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;Representant legal;TUNISIE;FALSE;M;Bureaux directs;RM
69;Tunisie;homme;AUTRES SERVICES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
36;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Autres risques;Adherent;TUNISIE;FALSE;M;Agences;RM
52;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
37;Tunisie;homme;AGRICULTURES ELEVAGES  CHASSE;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
37;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Bureaux directs;RM
30;Tunisie;homme;AUTRES INDUSTRIES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
24;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
36;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;Membre;TUNISIE;FALSE;M;Agences;RM
31;Tunisie;homme;SANS ACTIVITES PECUNIAIRES ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
52;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
79;Libye;homme;SANS ACTIVITES PECUNIAIRES ;Autres risques;Adherent;TUNISIE;FALSE;M;Agences;RM
36;Libye;homme;TOURISMES HOTELLERIES  RESTAURATIONS ;Autres risques;Adherent;TUNISIE;FALSE;M;Agences;RM
44;Tunisie;homme;BANQUES ASSURANCES  ETABLISSEMENTS FINANCIERS;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
77;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
19;Libye;homme;TOURISMES HOTELLERIES  RESTAURATIONS ;Autres risques;Adherent;TUNISIE;FALSE;C;Agences;RM
69;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
37;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
33;Tunisie;homme;BANQUES ASSURANCES  ETABLISSEMENTS FINANCIERS;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
37;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Autres risques;Adherent;TUNISIE;FALSE;M;Agences;RM
29;Libye;homme;TOURISMES HOTELLERIES  RESTAURATIONS ;Autres risques;Adherent;TUNISIE;FALSE;M;Agences;RM
33;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
36;Tunisie;femme;ARTISANATS ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
45;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
30;Tunisie;femme;BANQUES ASSURANCES  ETABLISSEMENTS FINANCIERS;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Bureaux directs;RF
63;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Bureaux directs;RF
36;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;Adherent;TUNISIE;FALSE;M;Agences;RM
48;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
42;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
28;Tunisie;homme;AGRICULTURES ELEVAGES  CHASSE;Autres risques;Adherent;TUNISIE;FALSE;C;Agences;RM
46;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;SANTE;Adherent;TUNISIE;FALSE;M;Agences;RM
47;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
44;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
30;Tunisie;homme;SANS ACTIVITES PECUNIAIRES ;Autres risques;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
57;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
22;Tunisie;homme;ENSEIGNEMENTS  ACTIVITES CULTURELLES;Autres risques;père;TUNISIE;FALSE;C;Bureaux directs;RF
43;Tunisie;homme;AUTRES INDUSTRIES;Autres risques;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
29;Tunisie;homme;COMMERCES NEGOCES DISTRIBUTIONS  LIVRAISON;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Bureaux directs;RM
29;Tunisie;homme;SECURITE ENQUETES  PROTECTION CIVILE ;Prevoyance;Adherent;TUNISIE;FALSE;C;Agences;RM
36;Tunisie;femme;AUTRES SERVICES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
39;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
24;Libye;homme;LOISIRS  SPORTS ;Autres risques;Adherent;TUNISIE;FALSE;C;Agences;RM
43;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
32;Tunisie;femme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Courtiers;RM
19;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
20;Tunisie;homme;AUTRES INDUSTRIES;AUTOMOBILE;Membre;TUNISIE;FALSE;M;Agences;RM
55;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
25;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
27;Tunisie;homme;SANS ACTIVITES PECUNIAIRES ;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
29;Tunisie;femme;AUTRES INDUSTRIES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
33;Tunisie;homme;COMMERCES NEGOCES DISTRIBUTIONS  LIVRAISON;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
